candidate_rank,asset_id,path,rank_score,flatness_ratio,panel_aspect_ratio,extent_x,extent_y,extent_z,faces,vertices,meshes,materials,textures,images,image_width_max,image_height_max,geometry_flags,technical_flags,reject_flags,raw_metadata_json
77,B071J4VYW4,4/B071J4VYW4.glb,13.0000,0.004222,1.278926,3.052694,0.012889,2.38692,3040,1698,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:3040;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071J4VYW4"",""extent_x"":""3.052694320678711"",""extent_y"":""0.012888888828456404"",""extent_z"":""2.3869200944900513"",""faces"":""3040"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B071J4VYW4.glb"",""textures"":""3"",""vertices"":""1698""}"
78,B071J4VYXF,F/B071J4VYXF.glb,13.0000,0.006312,3.355500,2.275644,0.014364,0.678183,11864,11245,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071J4VYXF"",""extent_x"":""2.275643825531006"",""extent_y"":""0.014364262111485004"",""extent_z"":""0.6781831681728363"",""faces"":""11864"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B071J4VYXF.glb"",""textures"":""3"",""vertices"":""11245""}"
79,B071J4VYXJ,J/B071J4VYXJ.glb,13.0000,0.006312,3.355501,2.275643,0.014364,0.678183,11864,11245,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071J4VYXJ"",""extent_x"":""2.275643467903137"",""extent_y"":""0.014364262111485004"",""extent_z"":""0.6781830191612244"",""faces"":""11864"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B071J4VYXJ.glb"",""textures"":""3"",""vertices"":""11245""}"
80,B071KX42WG,G/B071KX42WG.glb,13.0000,0.022938,1.090861,1.010556,0.926384,0.02318,13818,8931,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:13818;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071KX42WG"",""extent_x"":""1.0105561017990112"",""extent_y"":""0.9263839721679688"",""extent_z"":""0.02317967638373375"",""faces"":""13818"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B071KX42WG.glb"",""textures"":""3"",""vertices"":""8931""}"
81,B071LQFCVL,L/B071LQFCVL.glb,13.0000,0.003900,1.593361,2.440852,0.009519,1.531889,24298,17168,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:24298;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQFCVL"",""extent_x"":""2.440852403640747"",""extent_y"":""0.009519269689917566"",""extent_z"":""1.5318889021873474"",""faces"":""24298"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""L/B071LQFCVL.glb"",""textures"":""3"",""vertices"":""17168""}"
82,B071LQHVJT,T/B071LQHVJT.glb,13.0000,0.003686,1.596334,1.652098,0.006089,1.034932,11864,10950,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:11864;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHVJT"",""extent_x"":""1.6520978808403015"",""extent_y"":""0.006089004222303629"",""extent_z"":""1.0349323749542236"",""faces"":""11864"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B071LQHVJT.glb"",""textures"":""3"",""vertices"":""10950""}"
83,B071LQHVJZ,Z/B071LQHVJZ.glb,13.0000,0.005950,1.400592,2.134502,0.0127,1.524,1256,674,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHVJZ"",""extent_x"":""2.134501576423645"",""extent_y"":""0.012699999846518041"",""extent_z"":""1.5239999890327454"",""faces"":""1256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B071LQHVJZ.glb"",""textures"":""3"",""vertices"":""674""}"
84,B071LQHVKF,F/B071LQHVKF.glb,13.0000,0.006223,1.265103,2.895149,0.018016,2.288469,6964,5159,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:6964;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHVKF"",""extent_x"":""2.8951494693756104"",""extent_y"":""0.018016213551163673"",""extent_z"":""2.288468837738037"",""faces"":""6964"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B071LQHVKF.glb"",""textures"":""3"",""vertices"":""5159""}"
85,B071LQHVQ8,8/B071LQHVQ8.glb,13.0000,0.009437,1.364322,2.080785,0.019636,1.525142,3712,2098,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:3712;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHVQ8"",""extent_x"":""2.0807851552963257"",""extent_y"":""0.019635967910289764"",""extent_z"":""1.5251423120498657"",""faces"":""3712"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B071LQHVQ8.glb"",""textures"":""3"",""vertices"":""2098""}"
86,B071LQHVYN,N/B071LQHVYN.glb,13.0000,0.007211,1.528725,1.761311,0.0127,1.152144,1344,718,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1344;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHVYN"",""extent_x"":""1.7613112926483154"",""extent_y"":""0.01269999984651804"",""extent_z"":""1.1521440744400024"",""faces"":""1344"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B071LQHVYN.glb"",""textures"":""3"",""vertices"":""718""}"
87,B071LQHVZB,B/B071LQHVZB.glb,13.0000,0.004808,1.433342,2.079902,0.01,1.451085,4800,2487,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:4800;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHVZB"",""extent_x"":""2.079902410507202"",""extent_y"":""0.009999999776482582"",""extent_z"":""1.4510854482650757"",""faces"":""4800"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""B/B071LQHVZB.glb"",""textures"":""3"",""vertices"":""2487""}"
88,B071LQHW1P,P/B071LQHW1P.glb,13.0000,0.006177,1.421013,2.144305,0.013246,1.508998,8084,6102,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:8084;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQHW1P"",""extent_x"":""2.1443049907684326"",""extent_y"":""0.01324604731053114"",""extent_z"":""1.508997917175293"",""faces"":""8084"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B071LQHW1P.glb"",""textures"":""3"",""vertices"":""6102""}"
89,B071LQJ4XF,F/B071LQJ4XF.glb,13.0000,0.007578,1.570759,1.676,0.0127,1.067,7496,4222,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:7496;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071LQJ4XF"",""extent_x"":""1.675999939441681"",""extent_y"":""0.01269999984651804"",""extent_z"":""1.066999912261963"",""faces"":""7496"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B071LQJ4XF.glb"",""textures"":""3"",""vertices"":""4222""}"
90,B071NHXGFY,Y/B071NHXGFY.glb,13.0000,0.028605,1.199651,0.594357,0.713021,0.020396,10240,5464,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:10240;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071NHXGFY"",""extent_x"":""0.5943569540977478"",""extent_y"":""0.7130208611488342"",""extent_z"":""0.02039594203233719"",""faces"":""10240"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B071NHXGFY.glb"",""textures"":""3"",""vertices"":""5464""}"
91,B071PB2H7N,N/B071PB2H7N.glb,13.0000,0.006416,1.499581,1.821271,0.011686,1.21452,1280,772,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1280;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071PB2H7N"",""extent_x"":""1.8212707042694092"",""extent_y"":""0.011685890145599844"",""extent_z"":""1.214519739151001"",""faces"":""1280"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B071PB2H7N.glb"",""textures"":""3"",""vertices"":""772""}"
92,B071PB4VK1,1/B071PB4VK1.glb,13.0000,0.006044,1.394640,2.115203,0.012785,1.516666,7504,4046,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:7504;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071PB4VK1"",""extent_x"":""2.1152032613754272"",""extent_y"":""0.012784820050001144"",""extent_z"":""1.5166663527488708"",""faces"":""7504"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B071PB4VK1.glb"",""textures"":""3"",""vertices"":""4046""}"
93,B071RNW4SV,V/B071RNW4SV.glb,13.0000,0.041667,1.000000,0.9144,0.9144,0.0381,57646,33736,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:57646;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071RNW4SV"",""extent_x"":""0.9143999814987183"",""extent_y"":""0.9143999814987183"",""extent_z"":""0.038099996745586395"",""faces"":""57646"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""V/B071RNW4SV.glb"",""textures"":""3"",""vertices"":""33736""}"
94,B071SHHZT2,2/B071SHHZT2.glb,13.0000,0.005898,1.258579,2.901696,0.017115,2.305533,1076,684,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1076;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHHZT2"",""extent_x"":""2.9016960859298706"",""extent_y"":""0.017114998772740364"",""extent_z"":""2.3055331707000732"",""faces"":""1076"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""2/B071SHHZT2.glb"",""textures"":""3"",""vertices"":""684""}"
95,B071SHHZTC,C/B071SHHZTC.glb,13.0000,0.004184,1.595819,2.442428,0.01022,1.530517,1874,1338,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1874;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHHZTC"",""extent_x"":""2.442428469657898"",""extent_y"":""0.01022033579647541"",""extent_z"":""1.5305173993110657"",""faces"":""1874"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B071SHHZTC.glb"",""textures"":""3"",""vertices"":""1338""}"
96,B071SHHZVC,C/B071SHHZVC.glb,13.0000,0.007359,1.508583,1.832683,0.013487,1.214837,4160,2282,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:4160;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHHZVC"",""extent_x"":""1.8326832056045532"",""extent_y"":""0.013487123884260656"",""extent_z"":""1.2148371934890747"",""faces"":""4160"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B071SHHZVC.glb"",""textures"":""3"",""vertices"":""2282""}"
97,B071SHHZVG,G/B071SHHZVG.glb,13.0000,0.007287,1.554809,2.36485,0.017232,1.520991,3328,1878,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:3328;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHHZVG"",""extent_x"":""2.3648500442504883"",""extent_y"":""0.01723213493824005"",""extent_z"":""1.5209908485412598"",""faces"":""3328"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B071SHHZVG.glb"",""textures"":""3"",""vertices"":""1878""}"
98,B071SHHZVZ,Z/B071SHHZVZ.glb,13.0000,0.011206,1.502812,2.285906,0.025617,1.521086,5000,2778,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHHZVZ"",""extent_x"":""2.2859063148498535"",""extent_y"":""0.025616509839892387"",""extent_z"":""1.5210855603218079"",""faces"":""5000"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B071SHHZVZ.glb"",""textures"":""3"",""vertices"":""2778""}"
99,B071SHLFH6,6/B071SHLFH6.glb,13.0000,0.006957,1.389057,2.143782,0.014913,1.543336,1776,986,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1776;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFH6"",""extent_x"":""2.1437817811965942"",""extent_y"":""0.014913259074091913"",""extent_z"":""1.5433361530303955"",""faces"":""1776"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B071SHLFH6.glb"",""textures"":""3"",""vertices"":""986""}"
100,B071SHLFHN,N/B071SHLFHN.glb,13.0000,0.006781,1.572603,1.676934,0.011372,1.066343,3538,1989,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:3538;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFHN"",""extent_x"":""1.6769335269927979"",""extent_y"":""0.011371670290827753"",""extent_z"":""1.0663426518440247"",""faces"":""3538"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B071SHLFHN.glb"",""textures"":""3"",""vertices"":""1989""}"
101,B071SHLFHX,X/B071SHLFHX.glb,13.0000,0.005353,1.382900,3.293715,0.017632,2.381746,1280,772,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1280;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFHX"",""extent_x"":""3.293715476989746"",""extent_y"":""0.017632126808166504"",""extent_z"":""2.3817455768585205"",""faces"":""1280"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B071SHLFHX.glb"",""textures"":""3"",""vertices"":""772""}"
102,B071SHLFKP,P/B071SHLFKP.glb,13.0000,0.005828,1.388332,2.211473,0.012889,1.592899,5312,2944,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:5312;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFKP"",""extent_x"":""2.211472511291504"",""extent_y"":""0.012888889759778978"",""extent_z"":""1.592898964881897"",""faces"":""5312"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B071SHLFKP.glb"",""textures"":""3"",""vertices"":""2944""}"
103,B071SHLFL6,6/B071SHLFL6.glb,13.0000,0.007659,1.485153,1.846193,0.01414,1.2431,1700,1040,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1700;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFL6"",""extent_x"":""1.8461933135986328"",""extent_y"":""0.014139978215098383"",""extent_z"":""1.2430996894836426"",""faces"":""1700"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B071SHLFL6.glb"",""textures"":""3"",""vertices"":""1040""}"
104,B071SHLFLM,M/B071SHLFLM.glb,13.0000,0.005935,1.367459,2.141397,0.01271,1.565968,2416,1318,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2416;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFLM"",""extent_x"":""2.1413971185684204"",""extent_y"":""0.012709821574389936"",""extent_z"":""1.565967857837677"",""faces"":""2416"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B071SHLFLM.glb"",""textures"":""3"",""vertices"":""1318""}"
105,B071SHLFLS,S/B071SHLFLS.glb,13.0000,0.007484,1.321415,3.227807,0.024158,2.442689,5000,2774,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:5000;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFLS"",""extent_x"":""3.2278066873550415"",""extent_y"":""0.024158170446753502"",""extent_z"":""2.442689061164856"",""faces"":""5000"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B071SHLFLS.glb"",""textures"":""3"",""vertices"":""2774""}"
106,B071SHLFLX,X/B071SHLFLX.glb,13.0000,0.005474,1.522320,1.7452,0.009553,1.146408,1256,674,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071SHLFLX"",""extent_x"":""1.7451996803283691"",""extent_y"":""0.0095533998683095"",""extent_z"":""1.1464082598686218"",""faces"":""1256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B071SHLFLX.glb"",""textures"":""3"",""vertices"":""674""}"
107,B071V8DQTL,L/B071V8DQTL.glb,13.0000,0.068392,1.715410,0.707205,1.213147,0.082969,15278,10542,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:15278;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071V8DQTL"",""extent_x"":""0.707205057144165"",""extent_y"":""1.213146686553955"",""extent_z"":""0.08296919614076614"",""faces"":""15278"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""L/B071V8DQTL.glb"",""textures"":""3"",""vertices"":""10542""}"
108,B071V8H94C,C/B071V8H94C.glb,13.0000,0.103973,1.000001,0.585271,0.585271,0.060853,11160,5802,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:11160;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071V8H94C"",""extent_x"":""0.5852709412574768"",""extent_y"":""0.585271418094635"",""extent_z"":""0.06085270881652827"",""faces"":""11160"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B071V8H94C.glb"",""textures"":""3"",""vertices"":""5802""}"
109,B071V8LJQJ,J/B071V8LJQJ.glb,13.0000,0.051485,1.003237,0.381739,0.380507,0.019654,4302,3110,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:4302;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071V8LJQJ"",""extent_x"":""0.3817388415336609"",""extent_y"":""0.38050705194473267"",""extent_z"":""0.0196536487340927"",""faces"":""4302"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B071V8LJQJ.glb"",""textures"":""3"",""vertices"":""3110""}"
110,B071V8M937,7/B071V8M937.glb,13.0000,0.083264,1.004141,0.509192,0.507092,0.042397,5730,4018,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:5730;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071V8M937"",""extent_x"":""0.5091919302940369"",""extent_y"":""0.5070921778678894"",""extent_z"":""0.042397499084472656"",""faces"":""5730"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B071V8M937.glb"",""textures"":""3"",""vertices"":""4018""}"
111,B071W2XLQJ,J/B071W2XLQJ.glb,13.0000,0.009628,1.603849,2.468717,0.02377,1.539246,8078,4202,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:8078;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071W2XLQJ"",""extent_x"":""2.4687172174453735"",""extent_y"":""0.02376985177397728"",""extent_z"":""1.5392457246780396"",""faces"":""8078"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B071W2XLQJ.glb"",""textures"":""3"",""vertices"":""4202""}"
112,B071W2XLSC,C/B071W2XLSC.glb,13.0000,0.003971,1.273105,2.928647,0.01163,2.300397,2816,1732,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:2816;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071W2XLSC"",""extent_x"":""2.92864727973938"",""extent_y"":""0.011630083434283733"",""extent_z"":""2.300396680831909"",""faces"":""2816"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B071W2XLSC.glb"",""textures"":""3"",""vertices"":""1732""}"
113,B071W31P5D,D/B071W31P5D.glb,13.0000,0.005476,1.521829,1.754678,0.009608,1.153006,1256,674,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071W31P5D"",""extent_x"":""1.7546781301498413"",""extent_y"":""0.009608386084437372"",""extent_z"":""1.153006374835968"",""faces"":""1256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B071W31P5D.glb"",""textures"":""3"",""vertices"":""674""}"
114,B071ZJ5X4Y,Y/B071ZJ5X4Y.glb,13.0000,0.007659,1.485153,2.26254,0.017329,1.523439,1700,1040,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1700;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071ZJ5X4Y"",""extent_x"":""2.262539863586426"",""extent_y"":""0.017328772693872452"",""extent_z"":""1.523438811302185"",""faces"":""1700"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B071ZJ5X4Y.glb"",""textures"":""3"",""vertices"":""1040""}"
115,B071ZJ6BHB,B/B071ZJ6BHB.glb,13.0000,0.005950,1.400592,2.134502,0.0127,1.524,1256,674,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071ZJ6BHB"",""extent_x"":""2.134501576423645"",""extent_y"":""0.012699999846518041"",""extent_z"":""1.5239999890327454"",""faces"":""1256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""B/B071ZJ6BHB.glb"",""textures"":""3"",""vertices"":""674""}"
116,B071ZJ6C4W,W/B071ZJ6C4W.glb,13.0000,0.007659,1.485153,1.846193,0.01414,1.2431,1700,1040,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1700;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071ZJ6C4W"",""extent_x"":""1.8461933135986328"",""extent_y"":""0.014139978215098383"",""extent_z"":""1.2430996894836426"",""faces"":""1700"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B071ZJ6C4W.glb"",""textures"":""3"",""vertices"":""1040""}"
117,B071ZJ6C5Z,Z/B071ZJ6C5Z.glb,13.0000,0.005957,1.372336,3.364787,0.020043,2.451868,1256,674,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B071ZJ6C5Z"",""extent_x"":""3.364787220954895"",""extent_y"":""0.020043499767780304"",""extent_z"":""2.4518682956695557"",""faces"":""1256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B071ZJ6C5Z.glb"",""textures"":""3"",""vertices"":""674""}"
