candidate_rank,asset_id,path,rank_score,flatness_ratio,panel_aspect_ratio,extent_x,extent_y,extent_z,faces,vertices,materials,textures,images,geometry_flags,technical_flags,human_decision,reject_reason,subclass,selected_input_view,alternative_input_view,primary_eval_views,front_quality_score,texture_quality_score,leakage_risk,notes
111,B071W2XLQJ,J/B071W2XLQJ.glb,13.0000,0.009628,1.603849,2.468717,0.02377,1.539246,8078,4202,1,3,3,aspect_panel_like;flatness_good,faces:8078;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
112,B071W2XLSC,C/B071W2XLSC.glb,13.0000,0.003971,1.273105,2.928647,0.01163,2.300397,2816,1732,1,3,3,aspect_panel_like;flatness_good,faces:2816;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
113,B071W31P5D,D/B071W31P5D.glb,13.0000,0.005476,1.521829,1.754678,0.009608,1.153006,1256,674,1,3,3,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
114,B071ZJ5X4Y,Y/B071ZJ5X4Y.glb,13.0000,0.007659,1.485153,2.26254,0.017329,1.523439,1700,1040,1,3,3,aspect_panel_like;flatness_good,faces:1700;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
115,B071ZJ6BHB,B/B071ZJ6BHB.glb,13.0000,0.005950,1.400592,2.134502,0.0127,1.524,1256,674,1,3,3,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
116,B071ZJ6C4W,W/B071ZJ6C4W.glb,13.0000,0.007659,1.485153,1.846193,0.01414,1.2431,1700,1040,1,3,3,aspect_panel_like;flatness_good,faces:1700;image_res:2048x2048;materials:1;meshes:1;textures:3,,,,,,,,,,
117,B071ZJ6C5Z,Z/B071ZJ6C5Z.glb,13.0000,0.005957,1.372336,3.364787,0.020043,2.451868,1256,674,1,3,3,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
118,B071ZJ6C8G,G/B071ZJ6C8G.glb,13.0000,0.004687,1.400000,2.1336,0.01,1.524,4800,2594,1,3,3,aspect_panel_like;flatness_good,faces:4800;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
119,B071ZJ6CD5,5/B071ZJ6CD5.glb,13.0000,0.006390,1.255703,3.038541,0.019415,2.419792,2672,1410,1,3,3,aspect_panel_like;flatness_good,faces:2672;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
120,B071ZJ6CDG,G/B071ZJ6CDG.glb,13.0000,0.004871,1.367526,3.043703,0.014827,2.2257,5312,2944,1,3,3,aspect_panel_like;flatness_good,faces:5312;image_res:4096x4096;materials:1;meshes:1;textures:3,,,,,,,,,,
