candidate_rank,source,source_file,asset_id,title,description,tags,category,license,file_format,file_size_bytes,face_count,vertex_count,object_count,material_count,texture_count,missing_textures,url_or_path,rank_score,positive_keyword_hits,negative_keyword_hits,technical_flags,auto_reasons,raw_metadata_json
126,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MG6BPC6,,,,,,glb,,17118,10864,,1,3,,6/B01MG6BPC6.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MG6BPC6"",""extent_x"":""0.8000001195108404"",""extent_y"":""0.7299999483886375"",""extent_z"":""0.41000105284257027"",""faces"":""17118"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B01MG6BPC6.glb"",""textures"":""3"",""vertices"":""10864""}"
127,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MQJV7ID,,,,,,glb,,78700,45910,,1,3,,D/B01MQJV7ID.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MQJV7ID"",""extent_x"":""0.6621735951583573"",""extent_y"":""1.1069319214355742"",""extent_z"":""0.7391399430505173"",""faces"":""78700"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B01MQJV7ID.glb"",""textures"":""3"",""vertices"":""45910""}"
128,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MRT550V,,,,,,glb,,14380,10990,,1,3,,V/B01MRT550V.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MRT550V"",""extent_x"":""0.571499943733216"",""extent_y"":""0.11684001048680606"",""extent_z"":""0.07111982014177629"",""faces"":""14380"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""V/B01MRT550V.glb"",""textures"":""3"",""vertices"":""10990""}"
129,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MT1NYLH,,,,,,glb,,18776,15320,,1,3,,H/B01MT1NYLH.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MT1NYLH"",""extent_x"":""0.9996267557144165"",""extent_y"":""0.5703595876693726"",""extent_z"":""0.7118989378213882"",""faces"":""18776"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B01MT1NYLH.glb"",""textures"":""3"",""vertices"":""15320""}"
130,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MXKMRK4,,,,,,glb,,4198,3339,,1,3,,4/B01MXKMRK4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MXKMRK4"",""extent_x"":""1.134349286556244"",""extent_y"":""0.7518327236175537"",""extent_z"":""0.5108592361211777"",""faces"":""4198"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B01MXKMRK4.glb"",""textures"":""3"",""vertices"":""3339""}"
131,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MXTX8MC,,,,,,glb,,14380,10990,,1,3,,C/B01MXTX8MC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MXTX8MC"",""extent_x"":""0.571499943733216"",""extent_y"":""0.11684001048680606"",""extent_z"":""0.07111982014177629"",""faces"":""14380"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B01MXTX8MC.glb"",""textures"":""3"",""vertices"":""10990""}"
132,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01MZ81SKB,,,,,,glb,,25202,13404,,1,3,,B/B01MZ81SKB.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01MZ81SKB"",""extent_x"":""0.3700000047683716"",""extent_y"":""0.1080000028014183"",""extent_z"":""0.2799999862909317"",""faces"":""25202"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""B/B01MZ81SKB.glb"",""textures"":""3"",""vertices"":""13404""}"
133,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01N2PLWIL,,,,,,glb,,14380,10990,,1,3,,L/B01N2PLWIL.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01N2PLWIL"",""extent_x"":""0.571499943733216"",""extent_y"":""0.11684001048680606"",""extent_z"":""0.07111982014177629"",""faces"":""14380"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""L/B01N2PLWIL.glb"",""textures"":""3"",""vertices"":""10990""}"
134,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01N3MBCKT,,,,,,glb,,1528,1488,,1,3,,T/B01N3MBCKT.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01N3MBCKT"",""extent_x"":""0.5063451528549194"",""extent_y"":""0.5867166519165039"",""extent_z"":""0.5039412379264832"",""faces"":""1528"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B01N3MBCKT.glb"",""textures"":""3"",""vertices"":""1488""}"
135,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01N6AQX0A,,,,,,glb,,36954,20146,,1,3,,A/B01N6AQX0A.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01N6AQX0A"",""extent_x"":""1.519935958462177"",""extent_y"":""0.4599939730931111"",""extent_z"":""2.036355134964831"",""faces"":""36954"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""A/B01N6AQX0A.glb"",""textures"":""3"",""vertices"":""20146""}"
136,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01N7N9XCY,,,,,,glb,,79326,237978,,1,3,,Y/B01N7N9XCY.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01N7N9XCY"",""extent_x"":""0.4572000503540039"",""extent_y"":""1.1684091984561746"",""extent_z"":""0.584199458360672"",""faces"":""79326"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B01N7N9XCY.glb"",""textures"":""3"",""vertices"":""237978""}"
137,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B01NCOR0VZ,,,,,,glb,,652,524,,1,3,,Z/B01NCOR0VZ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B01NCOR0VZ"",""extent_x"":""1.0000050961971283"",""extent_y"":""0.44061464071273804"",""extent_z"":""0.4999999701976776"",""faces"":""652"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B01NCOR0VZ.glb"",""textures"":""3"",""vertices"":""524""}"
138,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06VVXMJ1S,,,,,,glb,,1568,914,,1,3,,S/B06VVXMJ1S.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06VVXMJ1S"",""extent_x"":""0.45102129876613617"",""extent_y"":""0.002114003524184227"",""extent_z"":""0.393209770321846"",""faces"":""1568"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B06VVXMJ1S.glb"",""textures"":""3"",""vertices"":""914""}"
139,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06W5XBL3D,,,,,,glb,,39424,25660,,1,3,,D/B06W5XBL3D.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06W5XBL3D"",""extent_x"":""0.5499098538642357"",""extent_y"":""0.909827709197998"",""extent_z"":""0.5295899701663132"",""faces"":""39424"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B06W5XBL3D.glb"",""textures"":""3"",""vertices"":""25660""}"
140,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06WVPB4TM,,,,,,glb,,39922,25388,,1,3,,M/B06WVPB4TM.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06WVPB4TM"",""extent_x"":""0.5519419640507331"",""extent_y"":""0.9045665063466819"",""extent_z"":""0.5488195712724244"",""faces"":""39922"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B06WVPB4TM.glb"",""textures"":""3"",""vertices"":""25388""}"
141,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06X19FLTC,,,,,,glb,,1568,914,,1,3,,C/B06X19FLTC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06X19FLTC"",""extent_x"":""0.9065788686275482"",""extent_y"":""0.0030603620689362288"",""extent_z"":""0.42395269870758057"",""faces"":""1568"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B06X19FLTC.glb"",""textures"":""3"",""vertices"":""914""}"
142,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06X3W3YQD,,,,,,glb,,1568,914,,1,3,,D/B06X3W3YQD.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06X3W3YQD"",""extent_x"":""0.31493327021598816"",""extent_y"":""0.0020332278218120337"",""extent_z"":""0.26892124116420746"",""faces"":""1568"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B06X3W3YQD.glb"",""textures"":""3"",""vertices"":""914""}"
143,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06X6H2WF7,,,,,,glb,,1568,914,,1,3,,7/B06X6H2WF7.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06X6H2WF7"",""extent_x"":""0.24869108945131302"",""extent_y"":""0.002146385610103607"",""extent_z"":""0.21091970801353455"",""faces"":""1568"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B06X6H2WF7.glb"",""textures"":""3"",""vertices"":""914""}"
144,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06XDD4YTD,,,,,,glb,,1728,1050,,1,3,,D/B06XDD4YTD.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06XDD4YTD"",""extent_x"":""1.8287763595581055"",""extent_y"":""0.005067100282758475"",""extent_z"":""1.2188334465026855"",""faces"":""1728"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B06XDD4YTD.glb"",""textures"":""3"",""vertices"":""1050""}"
145,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B06XZV3F8F,,,,,,glb,,7184,4660,,1,3,,F/B06XZV3F8F.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B06XZV3F8F"",""extent_x"":""1.0154885053634644"",""extent_y"":""0.7473622560501099"",""extent_z"":""0.5046403110027313"",""faces"":""7184"",""image_height_max"":""4096"",""image_height_min"":""2048"",""image_width_max"":""4096"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B06XZV3F8F.glb"",""textures"":""3"",""vertices"":""4660""}"
146,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071173FS8,,,,,,glb,,38432,27811,,1,3,,8/B071173FS8.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071173FS8"",""extent_x"":""0.7029607892036438"",""extent_y"":""1.161293864250183"",""extent_z"":""0.8754826188087463"",""faces"":""38432"",""image_height_max"":""4096"",""image_height_min"":""2048"",""image_width_max"":""4096"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B071173FS8.glb"",""textures"":""3"",""vertices"":""27811""}"
147,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0711Q7WK7,,,,,,glb,,40320,58066,,1,3,,7/B0711Q7WK7.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0711Q7WK7"",""extent_x"":""0.4871431291103363"",""extent_y"":""1.764230728149414"",""extent_z"":""0.4313264489173889"",""faces"":""40320"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B0711Q7WK7.glb"",""textures"":""3"",""vertices"":""58066""}"
148,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0711RQMNF,,,,,,glb,,12320,6798,,1,3,,F/B0711RQMNF.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0711RQMNF"",""extent_x"":""0.27000199604753017"",""extent_y"":""0.27990396499061343"",""extent_z"":""0.2700020043893179"",""faces"":""12320"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B0711RQMNF.glb"",""textures"":""3"",""vertices"":""6798""}"
149,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07121RM99,,,,,,glb,,13927,11103,,1,3,,9/B07121RM99.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07121RM99"",""extent_x"":""1.0721690654754639"",""extent_y"":""1.513715386390686"",""extent_z"":""0.5061625242233276"",""faces"":""13927"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B07121RM99.glb"",""textures"":""3"",""vertices"":""11103""}"
150,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07121ZVVT,,,,,,glb,,2672,1410,,1,3,,T/B07121ZVVT.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07121ZVVT"",""extent_x"":""2.2803996801376343"",""extent_y"":""0.014966956339776518"",""extent_z"":""1.521380364894867"",""faces"":""2672"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B07121ZVVT.glb"",""textures"":""3"",""vertices"":""1410""}"
151,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07121ZVX4,,,,,,glb,,2416,1318,,1,3,,4/B07121ZVX4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07121ZVX4"",""extent_x"":""2.1413971185684204"",""extent_y"":""0.012709821574389936"",""extent_z"":""1.565967857837677"",""faces"":""2416"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B07121ZVX4.glb"",""textures"":""3"",""vertices"":""1318""}"
152,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07121ZVXN,,,,,,glb,,6964,5159,,1,3,,N/B07121ZVXN.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07121ZVXN"",""extent_x"":""2.8951494693756104"",""extent_y"":""0.018016209825873375"",""extent_z"":""2.288468837738037"",""faces"":""6964"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B07121ZVXN.glb"",""textures"":""3"",""vertices"":""5159""}"
153,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07121ZWNC,,,,,,glb,,1776,986,,1,3,,C/B07121ZWNC.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07121ZWNC"",""extent_x"":""2.1437817811965942"",""extent_y"":""0.014913259074091913"",""extent_z"":""1.5433361530303955"",""faces"":""1776"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B07121ZWNC.glb"",""textures"":""3"",""vertices"":""986""}"
154,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07121ZWNN,,,,,,glb,,1344,766,,1,3,,N/B07121ZWNN.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07121ZWNN"",""extent_x"":""2.4367599487304688"",""extent_y"":""0.013352460227906706"",""extent_z"":""0.684922993183136"",""faces"":""1344"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B07121ZWNN.glb"",""textures"":""3"",""vertices"":""766""}"
155,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071225BBS,,,,,,glb,,12320,6798,,1,3,,S/B071225BBS.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071225BBS"",""extent_x"":""0.27000199604753017"",""extent_y"":""0.27990396499061343"",""extent_z"":""0.2700020043893179"",""faces"":""12320"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B071225BBS.glb"",""textures"":""3"",""vertices"":""6798""}"
156,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WCH8,,,,,,glb,,15836,9057,,1,3,,8/B07124WCH8.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WCH8"",""extent_x"":""0.9816707372665405"",""extent_y"":""1.056115746498108"",""extent_z"":""1.039853572845459"",""faces"":""15836"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B07124WCH8.glb"",""textures"":""3"",""vertices"":""9057""}"
157,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WCJZ,,,,,,glb,,15424,8952,,1,3,,Z/B07124WCJZ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WCJZ"",""extent_x"":""0.9424740672111511"",""extent_y"":""1.082310676574707"",""extent_z"":""0.9270550608634949"",""faces"":""15424"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B07124WCJZ.glb"",""textures"":""3"",""vertices"":""8952""}"
158,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WCKT,,,,,,glb,,38228,20930,,1,3,,T/B07124WCKT.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WCKT"",""extent_x"":""2.0211315155029297"",""extent_y"":""0.9370933175086975"",""extent_z"":""0.8618516325950623"",""faces"":""38228"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B07124WCKT.glb"",""textures"":""3"",""vertices"":""20930""}"
159,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WCSF,,,,,,glb,,10316,6140,,1,3,,F/B07124WCSF.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WCSF"",""extent_x"":""0.755549281835556"",""extent_y"":""0.9157258868217468"",""extent_z"":""0.8791223466396332"",""faces"":""10316"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B07124WCSF.glb"",""textures"":""3"",""vertices"":""6140""}"
160,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WCZY,,,,,,glb,,18572,10765,,1,3,,Y/B07124WCZY.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WCZY"",""extent_x"":""0.8028411865234375"",""extent_y"":""0.8757168650627136"",""extent_z"":""0.7351552248001099"",""faces"":""18572"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B07124WCZY.glb"",""textures"":""3"",""vertices"":""10765""}"
161,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WMX5,,,,,,glb,,27684,15303,,1,3,,5/B07124WMX5.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WMX5"",""extent_x"":""1.9783053398132324"",""extent_y"":""0.8919357061386108"",""extent_z"":""0.9694930613040924"",""faces"":""27684"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""5/B07124WMX5.glb"",""textures"":""3"",""vertices"":""15303""}"
162,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WMZZ,,,,,,glb,,13280,7576,,1,3,,Z/B07124WMZZ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WMZZ"",""extent_x"":""0.8231714963912964"",""extent_y"":""0.478157103061676"",""extent_z"":""0.6104156374931335"",""faces"":""13280"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B07124WMZZ.glb"",""textures"":""3"",""vertices"":""7576""}"
163,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WN22,,,,,,glb,,14674,8537,,1,3,,2/B07124WN22.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WN22"",""extent_x"":""0.4363299012184143"",""extent_y"":""0.49266278743743896"",""extent_z"":""0.45433372259140015"",""faces"":""14674"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""2/B07124WN22.glb"",""textures"":""3"",""vertices"":""8537""}"
164,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07124WN69,,,,,,glb,,11100,7345,,1,3,,9/B07124WN69.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07124WN69"",""extent_x"":""0.7188199766887922"",""extent_y"":""0.8635772101451951"",""extent_z"":""0.8889998859763184"",""faces"":""11100"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B07124WN69.glb"",""textures"":""3"",""vertices"":""7345""}"
