item_id,relative_path,url,local_glb_path,exists_local,status,import_ok,render_ok,contact_sheet_page,contact_sheet_path,face_count,mesh_count,material_count,texture_image_count,bbox_extents,human_decision,reject_reason,subclass,selected_input_view,alternative_input_view,primary_eval_views,front_quality_score,texture_quality_score,leakage_risk,notes
B073P1H6D8,8/B073P1H6D8.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/8/B073P1H6D8.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/8/B073P1H6D8.glb,true,found,yes,yes,contact_sheet_005.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_005.jpg,348,1,52,150,0.805392 x 0.021750 x 0.802847,,,,,,,,,,
B073NZPN2W,W/B073NZPN2W.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/W/B073NZPN2W.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/W/B073NZPN2W.glb,true,found,yes,yes,contact_sheet_005.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_005.jpg,322,1,53,153,0.421403 x 0.031711 x 0.521354,,,,,,,,,,
B075YNHLD5,5/B075YNHLD5.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/5/B075YNHLD5.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/5/B075YNHLD5.glb,true,found,yes,yes,contact_sheet_005.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_005.jpg,102,1,54,156,0.916621 x 0.019473 x 0.626408,,,,,,,,,,
B073P12PK4,4/B073P12PK4.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/4/B073P12PK4.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/4/B073P12PK4.glb,true,found,yes,yes,contact_sheet_005.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_005.jpg,220,1,55,159,0.459571 x 0.013177 x 0.660343,,,,,,,,,,
B073P17T1P,P/B073P17T1P.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/P/B073P17T1P.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B073P17T1P.glb,true,found,yes,yes,contact_sheet_005.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_005.jpg,236,1,56,162,0.443873 x 0.020300 x 0.536310,,,,,,,,,,
B073P1HRN3,3/B073P1HRN3.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B073P1HRN3.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P1HRN3.glb,true,found,yes,yes,contact_sheet_005.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_005.jpg,340,1,57,165,0.324928 x 0.010331 x 0.474111,,,,,,,,,,
B07HSGKLJL,L/B07HSGKLJL.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/L/B07HSGKLJL.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B07HSGKLJL.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,156,1,58,168,0.764745 x 0.038166 x 1.016975,,,,,,,,,,
B073P1BVTF,F/B073P1BVTF.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/F/B073P1BVTF.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073P1BVTF.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,496,1,59,171,0.911881 x 0.037770 x 0.611843,,,,,,,,,,
B073P19S5F,F/B073P19S5F.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/F/B073P19S5F.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/F/B073P19S5F.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,236,1,60,174,0.431800 x 0.021338 x 0.508000,,,,,,,,,,
B073P5RRF9,9/B073P5RRF9.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B073P5RRF9.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B073P5RRF9.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,2156,1,61,177,1.168400 x 0.025450 x 1.066800,,,,,,,,,,
B07661HPJP,P/B07661HPJP.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/P/B07661HPJP.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B07661HPJP.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,3976,1,62,180,0.758639 x 0.044786 x 1.014448,,,,,,,,,,
B075YLG1B5,5/B075YLG1B5.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/5/B075YLG1B5.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/5/B075YLG1B5.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,260,1,63,183,1.055709 x 0.020361 x 0.760677,,,,,,,,,,
B07HSKKXT2,2/B07HSKKXT2.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/2/B07HSKKXT2.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/2/B07HSKKXT2.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,468,1,64,186,1.016731 x 0.043574 x 1.016731,,,,,,,,,,
B073P16J7Y,Y/B073P16J7Y.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/Y/B073P16J7Y.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B073P16J7Y.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,324,1,65,189,0.377394 x 0.038738 x 0.449466,,,,,,,,,,
B073P5LN67,7/B073P5LN67.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/7/B073P5LN67.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/7/B073P5LN67.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,4788,1,66,192,1.016000 x 0.044986 x 1.016000,,,,,,,,,,
B073NZS57H,H/B073NZS57H.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/H/B073NZS57H.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B073NZS57H.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,304,1,67,195,0.609247 x 0.037670 x 0.760157,,,,,,,,,,
B073P1BVBS,S/B073P1BVBS.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/S/B073P1BVBS.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P1BVBS.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,23676,1,68,198,0.610351 x 0.042671 x 0.611138,,,,,,,,,,
B073P1D981,1/B073P1D981.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/1/B073P1D981.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B073P1D981.glb,true,found,yes,yes,contact_sheet_006.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_006.jpg,13274,1,69,201,0.608401 x 0.030072 x 0.406016,,,,,,,,,,
B073P1BVJ8,8/B073P1BVJ8.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/8/B073P1BVJ8.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/8/B073P1BVJ8.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,322,1,70,204,0.431721 x 0.037927 x 0.508033,,,,,,,,,,
B073P1HYFV,V/B073P1HYFV.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/V/B073P1HYFV.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P1HYFV.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,124,1,71,207,0.606783 x 0.033025 x 0.405068,,,,,,,,,,
B073NZS586,6/B073NZS586.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/6/B073NZS586.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/6/B073NZS586.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,124,1,72,210,0.254952 x 0.024981 x 0.375647,,,,,,,,,,
B075YLRJLP,P/B075YLRJLP.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/P/B075YLRJLP.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/P/B075YLRJLP.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,760,1,73,213,0.557410 x 0.031522 x 0.455955,,,,,,,,,,
B073NZWZ9W,W/B073NZWZ9W.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/W/B073NZWZ9W.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/W/B073NZWZ9W.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,940,1,74,216,0.788096 x 0.042674 x 1.046384,,,,,,,,,,
B073P6TCQL,L/B073P6TCQL.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/L/B073P6TCQL.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P6TCQL.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,1526,1,75,219,0.762000 x 0.063218 x 1.016000,,,,,,,,,,
B073P1JNZZ,Z/B073P1JNZZ.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/Z/B073P1JNZZ.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Z/B073P1JNZZ.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,544,1,76,222,0.258916 x 0.038057 x 0.383598,,,,,,,,,,
B073P1H6KJ,J/B073P1H6KJ.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/J/B073P1H6KJ.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B073P1H6KJ.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,292,1,77,225,0.304095 x 0.012700 x 0.431797,,,,,,,,,,
B073P12T8C,C/B073P12T8C.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/C/B073P12T8C.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073P12T8C.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,260,1,78,228,0.803890 x 0.039430 x 1.060853,,,,,,,,,,
B075YM2V3Y,Y/B075YM2V3Y.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/Y/B075YM2V3Y.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Y/B075YM2V3Y.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,16128,1,79,231,0.950189 x 0.052566 x 1.193672,,,,,,,,,,
B075HXJ6Q9,9/B075HXJ6Q9.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B075HXJ6Q9.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B075HXJ6Q9.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,19036,1,80,234,0.762000 x 0.038100 x 0.762000,,,,,,,,,,
B07HSMVFLG,G/B07HSMVFLG.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/G/B07HSMVFLG.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/G/B07HSMVFLG.glb,true,found,yes,yes,contact_sheet_007.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_007.jpg,804,1,81,237,0.761256 x 0.038166 x 1.014818,,,,,,,,,,
B075YMJBZ8,8/B075YMJBZ8.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/8/B075YMJBZ8.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/8/B075YMJBZ8.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,8272,1,82,240,0.571546 x 0.014858 x 0.577493,,,,,,,,,,
B07HSLQY59,9/B07HSLQY59.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/9/B07HSLQY59.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/9/B07HSLQY59.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,156,1,83,243,1.009670 x 0.040217 x 1.020370,,,,,,,,,,
B073P1N45L,L/B073P1N45L.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/L/B073P1N45L.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/L/B073P1N45L.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,328,1,84,246,1.143613 x 0.038296 x 0.766530,,,,,,,,,,
B073P5YXDV,V/B073P5YXDV.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/V/B073P5YXDV.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/V/B073P5YXDV.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,324,1,85,249,1.935134 x 0.096584 x 1.935640,,,,,,,,,,
B075YNL763,3/B075YNL763.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B075YNL763.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B075YNL763.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,220,1,86,252,0.481056 x 0.019592 x 0.613285,,,,,,,,,,
B073P1H5Z3,3/B073P1H5Z3.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/3/B073P1H5Z3.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/3/B073P1H5Z3.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,398,1,87,255,0.430295 x 0.021338 x 0.509171,,,,,,,,,,
B073P1F23Q,Q/B073P1F23Q.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/Q/B073P1F23Q.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/Q/B073P1F23Q.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,468,1,88,258,0.451023 x 0.039440 x 0.552779,,,,,,,,,,
B075YLTF8J,J/B075YLTF8J.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/J/B075YLTF8J.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/J/B075YLTF8J.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,444,1,89,261,0.380302 x 0.012579 x 0.682602,,,,,,,,,,
B073P1CKJH,H/B073P1CKJH.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/H/B073P1CKJH.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/H/B073P1CKJH.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,396,1,90,264,0.811919 x 0.012925 x 0.812559,,,,,,,,,,
B073P1H7MS,S/B073P1H7MS.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/S/B073P1H7MS.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/S/B073P1H7MS.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,4022,1,91,267,0.756585 x 0.028444 x 0.761714,,,,,,,,,,
B073P19B5T,T/B073P19B5T.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/T/B073P19B5T.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/T/B073P19B5T.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,1108,1,92,270,0.456806 x 0.028055 x 0.558923,,,,,,,,,,
B073P14BDC,C/B073P14BDC.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/C/B073P14BDC.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073P14BDC.glb,true,found,yes,yes,contact_sheet_008.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_008.jpg,188,1,93,273,0.818741 x 0.015246 x 0.552218,,,,,,,,,,
B075YLKCCW,W/B075YLKCCW.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/W/B075YLKCCW.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/W/B075YLKCCW.glb,true,found,yes,yes,contact_sheet_009.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_009.jpg,426,1,94,276,0.609600 x 0.038100 x 0.762000,,,,,,,,,,
B075YL2RQN,N/B075YL2RQN.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/N/B075YL2RQN.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/N/B075YL2RQN.glb,true,found,yes,yes,contact_sheet_009.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_009.jpg,236,1,95,279,0.533552 x 0.017717 x 0.686015,,,,,,,,,,
B073P1N4C4,4/B073P1N4C4.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/4/B073P1N4C4.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/4/B073P1N4C4.glb,true,found,yes,yes,contact_sheet_009.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_009.jpg,360,1,96,282,0.356341 x 0.013057 x 0.355616,,,,,,,,,,
B073P13J3C,C/B073P13J3C.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/C/B073P13J3C.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/C/B073P13J3C.glb,true,found,yes,yes,contact_sheet_009.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_009.jpg,220,1,97,285,1.192000 x 0.013025 x 0.810600,,,,,,,,,,
B077X6WSH1,1/B077X6WSH1.glb,https://amazon-berkeley-objects.s3.amazonaws.com/3dmodels/original/1/B077X6WSH1.glb,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/raw_assets/abo/1/B077X6WSH1.glb,true,found,yes,yes,contact_sheet_009.jpg,/vol/bitbucket/ct1022/hy3dpaint_finetune/outputs/phase2l/manual_abo_visual_inspection/contact_sheets/contact_sheet_009.jpg,108,1,98,288,0.457166 x 0.002543 x 0.609307,,,,,,,,,,
